# Time-averaged data for fix fxAvg
# TimeStep v_vTemp v_vPress v_vDens v_vPE v_vKE v_vEtot v_vVol
355000 303.288 240.227 0.988123 -8910.37 1467.26 -7443.1 24546.1
356000 300.206 -364.705 0.988123 -8934.3 1452.35 -7481.95 24546.1
357000 298.882 -127.39 0.988123 -8953.75 1445.95 -7507.8 24546.1
358000 302.292 -242.545 0.988123 -8881.26 1462.45 -7418.82 24546.1
359000 299.294 -8.42199 0.988123 -8902.98 1447.94 -7455.04 24546.1
360000 297.96 -171.162 0.988123 -8921.13 1441.49 -7479.65 24546.1
361000 301.026 49.6961 0.988123 -8899.01 1456.32 -7442.69 24546.1
362000 297.371 110.681 0.988123 -8954.95 1438.64 -7516.31 24546.1
363000 295.318 58.7249 0.988123 -8927.21 1428.71 -7498.51 24546.1
364000 300.342 268.513 0.988123 -8856.23 1453.01 -7403.22 24546.1
365000 296.137 -173.691 0.988123 -8890.7 1432.67 -7458.03 24546.1
366000 296.602 318.15 0.988123 -8969.38 1434.92 -7534.47 24546.1
367000 305.483 47.0071 0.988123 -8948.49 1477.88 -7470.6 24546.1
368000 299.162 -325.207 0.988123 -8896.4 1447.3 -7449.1 24546.1
369000 291.466 -165.652 0.988123 -8955.12 1410.07 -7545.05 24546.1
370000 292.47 -278.199 0.988123 -8966.32 1414.93 -7551.39 24546.1
371000 296.88 -395.939 0.988123 -8903.99 1436.26 -7467.73 24546.1
372000 303.484 -148.769 0.988123 -8928.13 1468.21 -7459.92 24546.1
373000 297.103 -0.433906 0.988123 -8966.9 1437.34 -7529.56 24546.1
374000 299.04 71.417 0.988123 -8958.38 1446.71 -7511.67 24546.1
375000 297.23 -139.931 0.988123 -8947.2 1437.96 -7509.24 24546.1
376000 295.24 -117.563 0.988123 -8975.67 1428.33 -7547.34 24546.1
377000 298.174 63.3348 0.988123 -8976.69 1442.52 -7534.16 24546.1
378000 300.21 169.936 0.988123 -8939.59 1452.37 -7487.22 24546.1
379000 294.235 2.20002 0.988123 -8985.76 1423.47 -7562.29 24546.1
380000 298.255 -244.239 0.988123 -8954.92 1442.91 -7512.01 24546.1
381000 303.782 72.1288 0.988123 -8939.67 1469.65 -7470.02 24546.1
382000 296.665 -72.3447 0.988123 -9001.93 1435.22 -7566.71 24546.1
383000 298.713 9.06082 0.988123 -8993.31 1445.13 -7548.18 24546.1
384000 304.423 360.669 0.988123 -8951.04 1472.75 -7478.28 24546.1
385000 298.252 128.601 0.988123 -9012.59 1442.9 -7569.69 24546.1
386000 297.853 57.9644 0.988123 -8984.86 1440.97 -7543.89 24546.1
387000 300.746 297.773 0.988123 -8978.84 1454.97 -7523.87 24546.1
388000 297.689 32.794 0.988123 -8980.82 1440.18 -7540.64 24546.1
389000 304.061 5.06221 0.988123 -8910.57 1471 -7439.57 24546.1
390000 306.667 -203.771 0.988123 -8930.58 1483.61 -7446.97 24546.1
391000 298.029 -71.0744 0.988123 -8983.27 1441.82 -7541.44 24546.1
392000 296.194 -82.7484 0.988123 -8947.53 1432.94 -7514.59 24546.1
393000 300.739 -101.394 0.988123 -8940.51 1454.93 -7485.58 24546.1
394000 295.119 -102.231 0.988123 -9010.52 1427.75 -7582.78 24546.1
395000 299.151 136.189 0.988123 -8959.99 1447.25 -7512.74 24546.1
396000 298.419 -212.924 0.988123 -8957.51 1443.71 -7513.8 24546.1
397000 295.2 -34.6285 0.988123 -9023.05 1428.14 -7594.92 24546.1
398000 300.129 -155.248 0.988123 -8988.93 1451.98 -7536.95 24546.1
399000 297.567 -34.9289 0.988123 -9013.23 1439.59 -7573.64 24546.1
400000 295.767 -336.272 0.988123 -8984.12 1430.88 -7553.24 24546.1
401000 298.728 -7.07255 0.988123 -8958.16 1445.2 -7512.96 24546.1
402000 303.663 259.981 0.988123 -8919.08 1469.08 -7450 24546.1
403000 296.58 142.444 0.988123 -8964.63 1434.81 -7529.82 24546.1
404000 299.575 394.356 0.988123 -8971.23 1449.3 -7521.93 24546.1
405000 297.874 -42.5407 0.988123 -8937.13 1441.07 -7496.06 24546.1
406000 292.147 135.977 0.988123 -8973.45 1413.37 -7560.08 24546.1
407000 298.932 70.7912 0.988123 -8947.81 1446.19 -7501.62 24546.1
408000 301.454 539.253 0.988123 -8952.05 1458.39 -7493.66 24546.1
409000 295.917 46.2071 0.988123 -9014.04 1431.61 -7582.43 24546.1
410000 300.75 138.063 0.988123 -8953.16 1454.98 -7498.18 24546.1
411000 297.784 -8.35074 0.988123 -8953.87 1440.63 -7513.24 24546.1
412000 297.459 149.536 0.988123 -9001.36 1439.06 -7562.3 24546.1
413000 301.404 -440.51 0.988123 -8930.47 1458.15 -7472.32 24546.1
414000 301.762 5.85589 0.988123 -8950.01 1459.88 -7490.13 24546.1
415000 296.698 -272.996 0.988123 -8981.73 1435.38 -7546.35 24546.1
416000 301.991 200.91 0.988123 -8942.92 1460.99 -7481.93 24546.1
417000 296.591 -615.038 0.988123 -8972.35 1434.86 -7537.49 24546.1
418000 296.519 230.646 0.988123 -8921.23 1434.52 -7486.72 24546.1
419000 298.073 -65.0118 0.988123 -8921.67 1442.04 -7479.63 24546.1
420000 295.396 157.164 0.988123 -8955.02 1429.08 -7525.93 24546.1
421000 301.346 242.587 0.988123 -8934.27 1457.87 -7476.4 24546.1
422000 294.97 -181.538 0.988123 -8974.52 1427.02 -7547.49 24546.1
423000 300.411 -219.043 0.988123 -8938.53 1453.35 -7485.19 24546.1
424000 305.23 73.6636 0.988123 -8875.81 1476.66 -7399.15 24546.1
425000 297.175 -240.239 0.988123 -8929.39 1437.69 -7491.7 24546.1
426000 301.337 -183.877 0.988123 -8906.53 1457.83 -7448.7 24546.1
427000 301.096 -66.9146 0.988123 -8959.4 1456.66 -7502.74 24546.1
428000 296.819 -189.548 0.988123 -8968.27 1435.97 -7532.3 24546.1
429000 301.854 90.6199 0.988123 -8929.73 1460.33 -7469.4 24546.1
430000 295.681 -182.85 0.988123 -8958.39 1430.46 -7527.92 24546.1
431000 294.837 -276.898 0.988123 -8974.02 1426.38 -7547.64 24546.1
432000 304.2 106.536 0.988123 -8944.24 1471.67 -7472.56 24546.1
433000 293.86 -304.299 0.988123 -8971.65 1421.65 -7550 24546.1
434000 298.818 -366.041 0.988123 -8947.29 1445.64 -7501.65 24546.1
435000 295.147 -294.738 0.988123 -8915.78 1427.88 -7487.9 24546.1
436000 300.462 -106.367 0.988123 -8884.83 1453.59 -7431.24 24546.1
437000 299.76 -144.21 0.988123 -8902.12 1450.19 -7451.93 24546.1
438000 296.732 -148.294 0.988123 -8955.61 1435.55 -7520.06 24546.1
439000 291.801 -263.69 0.988123 -9015.77 1411.69 -7604.07 24546.1
440000 301.002 -115.476 0.988123 -8998.07 1456.2 -7541.87 24546.1
441000 299.063 48.6277 0.988123 -8975.78 1446.82 -7528.96 24546.1
442000 302.188 176.069 0.988123 -8914.64 1461.94 -7452.69 24546.1
443000 300.891 147.827 0.988123 -8972.54 1455.67 -7516.88 24546.1
444000 292.579 184.6 0.988123 -8970.27 1415.46 -7554.81 24546.1
445000 301.022 -55.5576 0.988123 -8922.03 1456.3 -7465.73 24546.1
446000 298.654 167.159 0.988123 -8987.39 1444.85 -7542.54 24546.1
447000 299.811 558.815 0.988123 -8989.03 1450.44 -7538.58 24546.1
448000 294.409 93.3614 0.988123 -9027.26 1424.31 -7602.95 24546.1
449000 294.478 -322.348 0.988123 -8929.76 1424.64 -7505.12 24546.1
450000 297.654 -294.097 0.988123 -8926.69 1440 -7486.68 24546.1
451000 295.541 -123.214 0.988123 -8936.22 1429.79 -7506.44 24546.1
452000 299.703 -17.4273 0.988123 -8890.9 1449.92 -7440.98 24546.1
453000 295.191 -84.6775 0.988123 -8963.98 1428.09 -7535.88 24546.1
454000 296.695 -451.356 0.988123 -8967.72 1435.37 -7532.35 24546.1
455000 297.776 -21.9201 0.988123 -8931.95 1440.6 -7491.35 24546.1
456000 297.818 -521.719 0.988123 -8922.88 1440.8 -7482.08 24546.1
457000 305.622 -325.316 0.988123 -8864.48 1478.55 -7385.93 24546.1
458000 299.783 -142.178 0.988123 -8887.03 1450.31 -7436.72 24546.1
459000 301.281 -266.776 0.988123 -8882.77 1457.55 -7425.21 24546.1
460000 300.336 10.4914 0.988123 -8845.98 1452.98 -7393 24546.1
461000 297.507 -316.391 0.988123 -8895.14 1439.29 -7455.84 24546.1
462000 301.588 -112.794 0.988123 -8907.95 1459.04 -7448.92 24546.1
463000 295.784 -547.551 0.988123 -8929.2 1430.96 -7498.23 24546.1
464000 296.642 -185.55 0.988123 -8912.66 1435.11 -7477.55 24546.1
465000 297.074 -375.125 0.988123 -8921.52 1437.2 -7484.32 24546.1
466000 299.427 -134.089 0.988123 -8913.47 1448.58 -7464.89 24546.1
467000 300.268 -85.5146 0.988123 -8902.5 1452.65 -7449.84 24546.1
468000 295.455 -234.546 0.988123 -8943.9 1429.37 -7514.54 24546.1
469000 306.737 144.922 0.988123 -8950.58 1483.95 -7466.63 24546.1
470000 295.796 37.1025 0.988123 -8993.78 1431.02 -7562.77 24546.1
471000 300.811 186.482 0.988123 -8972.61 1455.28 -7517.33 24546.1
472000 303.889 115.33 0.988123 -8973.31 1470.17 -7503.14 24546.1
473000 295.283 -43.2781 0.988123 -8998.54 1428.54 -7570 24546.1
474000 305.996 353.511 0.988123 -8965.15 1480.36 -7484.79 24546.1
475000 295.389 -157.463 0.988123 -8972.57 1429.05 -7543.52 24546.1
476000 301.449 -176.908 0.988123 -8966.27 1458.37 -7507.9 24546.1
477000 296.58 73.0857 0.988123 -8949.37 1434.81 -7514.56 24546.1
478000 293.539 -75.7755 0.988123 -8992.16 1420.1 -7572.06 24546.1
479000 299.806 -61.8697 0.988123 -8941.71 1450.42 -7491.29 24546.1
480000 295.805 -515.758 0.988123 -8957.51 1431.06 -7526.45 24546.1
481000 291.475 -157.029 0.988123 -8982.13 1410.12 -7572.02 24546.1
482000 300.088 -56.9306 0.988123 -8927.15 1451.78 -7475.37 24546.1
483000 297.567 -206.108 0.988123 -8950 1439.59 -7510.41 24546.1
484000 296.446 -225.49 0.988123 -9001.01 1434.16 -7566.85 24546.1
485000 302.961 -545.267 0.988123 -8935.05 1465.68 -7469.37 24546.1
486000 300.097 183.768 0.988123 -8970.04 1451.83 -7518.22 24546.1
487000 296.326 62.7877 0.988123 -8978.09 1433.58 -7544.51 24546.1
488000 301.067 276.892 0.988123 -8944.43 1456.52 -7487.91 24546.1
489000 298.344 134.901 0.988123 -8928.42 1443.35 -7485.08 24546.1
490000 294.105 -64.4978 0.988123 -9005.56 1422.84 -7582.72 24546.1
491000 300.152 404.489 0.988123 -8960.13 1452.09 -7508.04 24546.1
492000 297.742 305.572 0.988123 -8975.68 1440.43 -7535.25 24546.1
493000 294.524 328.165 0.988123 -9015.41 1424.86 -7590.55 24546.1
494000 302.443 4.00764 0.988123 -8962.59 1463.18 -7499.42 24546.1
495000 291.534 179.088 0.988123 -8975.9 1410.4 -7565.5 24546.1
496000 297.751 -83.2034 0.988123 -8982.27 1440.48 -7541.79 24546.1
497000 297.914 159.63 0.988123 -8931.24 1441.26 -7489.98 24546.1
498000 298.1 -330.099 0.988123 -8937.91 1442.16 -7495.75 24546.1
499000 294.883 -459.11 0.988123 -8922.97 1426.6 -7496.37 24546.1
500000 300.025 -458.052 0.988123 -8910.31 1451.48 -7458.83 24546.1
501000 290.863 -750.556 0.988123 -8975.48 1407.16 -7568.32 24546.1
502000 295.026 22.0838 0.988123 -8967.86 1427.29 -7540.57 24546.1
503000 297.966 -96.0528 0.988123 -8977.36 1441.52 -7535.85 24546.1
504000 300.09 160.54 0.988123 -8951.06 1451.79 -7499.27 24546.1
505000 298.076 316.523 0.988123 -8936.5 1442.05 -7494.45 24546.1
506000 297.721 369.434 0.988123 -8921.16 1440.33 -7480.83 24546.1
507000 301.725 -81.2801 0.988123 -8905.31 1459.7 -7445.6 24546.1
508000 296.594 165.145 0.988123 -8994.54 1434.88 -7559.66 24546.1
509000 294.094 0.645379 0.988123 -9018.48 1422.79 -7595.7 24546.1
510000 300.959 288.01 0.988123 -8952.64 1456 -7496.65 24546.1
511000 293.648 72.2218 0.988123 -8959.94 1420.63 -7539.31 24546.1
512000 301.293 41.8392 0.988123 -8968.33 1457.61 -7510.72 24546.1
513000 302.537 -84.7992 0.988123 -8944.19 1463.63 -7480.56 24546.1
514000 298.181 60.0978 0.988123 -8973.69 1442.56 -7531.14 24546.1
515000 298.217 360.048 0.988123 -8973.36 1442.73 -7530.63 24546.1
516000 297.038 -601.91 0.988123 -8976.93 1437.03 -7539.91 24546.1
517000 300.174 129.574 0.988123 -8925.24 1452.2 -7473.04 24546.1
518000 293.376 225.193 0.988123 -8984.15 1419.31 -7564.84 24546.1
519000 300.603 -15.7858 0.988123 -8977.03 1454.27 -7522.76 24546.1
520000 300.035 167.518 0.988123 -8933.48 1451.53 -7481.96 24546.1
521000 294.869 -47.2495 0.988123 -8974.84 1426.53 -7548.31 24546.1
522000 300.672 -267.472 0.988123 -8927.35 1454.61 -7472.74 24546.1
523000 297.267 31.656 0.988123 -8917 1438.13 -7478.87 24546.1
524000 297.878 -215.333 0.988123 -8915.76 1441.09 -7474.67 24546.1
525000 293.738 -270.22 0.988123 -8956.78 1421.06 -7535.72 24546.1
526000 300.126 -121.102 0.988123 -8912.49 1451.96 -7460.53 24546.1
527000 293.652 -326.423 0.988123 -8908.93 1420.64 -7488.28 24546.1
528000 296.727 284.711 0.988123 -8938.9 1435.52 -7503.38 24546.1
529000 302.312 -29.3126 0.988123 -8872.95 1462.54 -7410.41 24546.1
530000 297.09 -468.251 0.988123 -8941.05 1437.28 -7503.78 24546.1
531000 297.545 158.796 0.988123 -8969.79 1439.48 -7530.32 24546.1
532000 296.662 -298.713 0.988123 -8995.1 1435.21 -7559.9 24546.1
533000 300.175 -104.28 0.988123 -8974.42 1452.2 -7522.21 24546.1
534000 298.793 -310.866 0.988123 -8967.72 1445.52 -7522.2 24546.1
535000 297.354 -306.176 0.988123 -8941.72 1438.56 -7503.16 24546.1
536000 301.4 -212.047 0.988123 -8880.64 1458.13 -7422.51 24546.1
537000 299.428 -106.98 0.988123 -8873.56 1448.59 -7424.97 24546.1
538000 297.111 355.73 0.988123 -8945.43 1437.38 -7508.05 24546.1
539000 294.622 -304.83 0.988123 -9038.58 1425.34 -7613.24 24546.1
540000 297.276 -99.0434 0.988123 -8986.93 1438.18 -7548.75 24546.1
541000 303.479 424.865 0.988123 -8926.77 1468.19 -7458.58 24546.1
542000 301.847 95.623 0.988123 -8964.71 1460.29 -7504.42 24546.1
543000 294.549 -57.4536 0.988123 -8963.97 1424.98 -7538.99 24546.1
544000 301.393 -66.3209 0.988123 -8915.84 1458.09 -7457.75 24546.1
545000 293.959 -149.731 0.988123 -8931.99 1422.13 -7509.86 24546.1
546000 302.792 -0.413006 0.988123 -8888.03 1464.86 -7423.17 24546.1
547000 292.702 -515.762 0.988123 -8910.18 1416.05 -7494.13 24546.1
548000 300.331 18.6811 0.988123 -8941.95 1452.96 -7489 24546.1
549000 301.176 -168.85 0.988123 -8954.85 1457.05 -7497.8 24546.1
550000 295.934 -125.719 0.988123 -9021.65 1431.69 -7589.96 24546.1
551000 293.89 61.0562 0.988123 -8999.34 1421.8 -7577.54 24546.1
552000 300.431 -254.65 0.988123 -8962.02 1453.44 -7508.58 24546.1
553000 299.325 23.5255 0.988123 -8960.96 1448.09 -7512.87 24546.1
554000 296.749 -450.66 0.988123 -8977.19 1435.63 -7541.56 24546.1
555000 301.318 -156.481 0.988123 -8916.77 1457.73 -7459.04 24546.1
556000 297.846 -395.364 0.988123 -8908.48 1440.94 -7467.54 24546.1
557000 294.078 -559.473 0.988123 -8959.24 1422.71 -7536.53 24546.1
558000 303.541 -111.171 0.988123 -8917.9 1468.49 -7449.42 24546.1
559000 298.482 -28.2718 0.988123 -8938.14 1444.01 -7494.13 24546.1
560000 289.187 -483.555 0.988123 -8983.72 1399.05 -7584.67 24546.1
561000 295.658 49.1568 0.988123 -8940.78 1430.35 -7510.43 24546.1
562000 296.583 -98.1606 0.988123 -8903.83 1434.83 -7469 24546.1
563000 301.118 79.8967 0.988123 -8880.75 1456.76 -7423.99 24546.1
564000 294.109 -167.222 0.988123 -8925.79 1422.86 -7502.94 24546.1
565000 297.821 -73.5711 0.988123 -8912.11 1440.81 -7471.29 24546.1
566000 297.783 -59.1258 0.988123 -8943.07 1440.63 -7502.44 24546.1
567000 292.379 -8.3054 0.988123 -9032.28 1414.49 -7617.79 24546.1
568000 298.054 7.56162 0.988123 -9023.85 1441.94 -7581.9 24546.1
569000 296.71 -112.445 0.988123 -9000.06 1435.44 -7564.62 24546.1
570000 303.884 4.6109 0.988123 -8960.21 1470.15 -7490.06 24546.1
571000 297.115 -46.0728 0.988123 -8991.17 1437.4 -7553.77 24546.1
572000 297.482 57.459 0.988123 -8965.44 1439.17 -7526.27 24546.1
573000 304.881 704.722 0.988123 -8926.33 1474.97 -7451.36 24546.1
574000 298.995 -32.5873 0.988123 -8978.39 1446.5 -7531.89 24546.1
575000 299.986 46.1812 0.988123 -8961.98 1451.29 -7510.69 24546.1
576000 301.508 144.455 0.988123 -8926.04 1458.65 -7467.39 24546.1
577000 289.964 -73.3229 0.988123 -8992.85 1402.81 -7590.05 24546.1
578000 293.554 217.422 0.988123 -9015.06 1420.17 -7594.89 24546.1
579000 299.508 -280.017 0.988123 -8962.33 1448.98 -7513.35 24546.1
580000 301.497 -648.191 0.988123 -8886.03 1458.6 -7427.43 24546.1
581000 298.63 -339.522 0.988123 -8917.15 1444.73 -7472.42 24546.1
582000 293.998 -63.449 0.988123 -8924.83 1422.32 -7502.51 24546.1
583000 302.866 -3.18068 0.988123 -8914.06 1465.22 -7448.84 24546.1
584000 297.979 -500.891 0.988123 -8966.8 1441.58 -7525.22 24546.1
585000 299.183 -60.5921 0.988123 -8958.73 1447.4 -7511.32 24546.1
586000 295.798 -266.818 0.988123 -8977.36 1431.03 -7546.34 24546.1
587000 297.174 -500.057 0.988123 -8942.4 1437.69 -7504.71 24546.1
588000 300.317 -219.732 0.988123 -8913.77 1452.89 -7460.87 24546.1
589000 297.239 -362.243 0.988123 -8932.52 1438 -7494.52 24546.1
590000 299.052 -6.43274 0.988123 -8990.58 1446.77 -7543.81 24546.1
591000 304.835 -196.87 0.988123 -8932.17 1474.75 -7457.42 24546.1
592000 295.092 -465.703 0.988123 -8960 1427.61 -7532.39 24546.1
593000 292.665 -552.93 0.988123 -9021.48 1415.87 -7605.61 24546.1
594000 300.216 -225.64 0.988123 -8995.88 1452.4 -7543.48 24546.1
595000 298.391 -296.667 0.988123 -8958.21 1443.57 -7514.64 24546.1
596000 297.914 -494.424 0.988123 -8911.83 1441.26 -7470.57 24546.1
597000 295.117 -342.59 0.988123 -8994.43 1427.73 -7566.7 24546.1
598000 289.999 -82.4886 0.988123 -8991.78 1402.97 -7588.81 24546.1
599000 301.854 261.982 0.988123 -8977.54 1460.33 -7517.21 24546.1
600000 292.14 459.648 0.988123 -8987.07 1413.33 -7573.74 24546.1
601000 297.117 -268.082 0.988123 -8953.99 1437.41 -7516.58 24546.1
602000 299.545 -326.167 0.988123 -8888.6 1449.16 -7439.45 24546.1
603000 296.282 -235.284 0.988123 -8912.81 1433.37 -7479.44 24546.1
604000 297.818 -109.952 0.988123 -8956.15 1440.8 -7515.35 24546.1
605000 300.288 113.882 0.988123 -8883.52 1452.75 -7430.77 24546.1
606000 304.148 234.438 0.988123 -8955.24 1471.42 -7483.82 24546.1
607000 295.027 27.0294 0.988123 -8999.21 1427.3 -7571.91 24546.1
608000 298.528 8.35146 0.988123 -8939.72 1444.24 -7495.49 24546.1
609000 297.47 -45.3013 0.988123 -8922.57 1439.12 -7483.45 24546.1
610000 292.613 10.1201 0.988123 -8983.43 1415.62 -7567.81 24546.1
611000 298.393 -161.273 0.988123 -8961.7 1443.58 -7518.12 24546.1
612000 297.481 58.8746 0.988123 -8943.07 1439.17 -7503.9 24546.1
613000 300.092 99.3709 0.988123 -8905.11 1451.8 -7453.3 24546.1
614000 296.933 -306.87 0.988123 -8900.14 1436.52 -7463.62 24546.1
615000 297.098 -2.93602 0.988123 -8931.19 1437.32 -7493.87 24546.1
616000 302.911 -88.5857 0.988123 -8865.54 1465.44 -7400.1 24546.1
617000 299.315 -376.412 0.988123 -8929.4 1448.04 -7481.35 24546.1
618000 293.981 -148.534 0.988123 -8969.02 1422.24 -7546.78 24546.1
619000 302.422 89.0747 0.988123 -8931.15 1463.07 -7468.08 24546.1
620000 296.427 250.67 0.988123 -8960.56 1434.07 -7526.49 24546.1
621000 293.232 -42.0274 0.988123 -8973.01 1418.62 -7554.39 24546.1
622000 298.786 86.4273 0.988123 -9000.63 1445.49 -7555.15 24546.1
623000 293.136 -263.226 0.988123 -9046.33 1418.15 -7628.19 24546.1
624000 299.049 -95.3666 0.988123 -8980.43 1446.76 -7533.68 24546.1
625000 299.789 -109.077 0.988123 -8944.89 1450.34 -7494.55 24546.1
626000 292.092 -410.376 0.988123 -8976.27 1413.1 -7563.17 24546.1
627000 298.443 -46.074 0.988123 -8942.37 1443.82 -7498.54 24546.1
628000 299.997 -144.986 0.988123 -8952.32 1451.34 -7500.98 24546.1
629000 295.457 -200.396 0.988123 -8985.54 1429.38 -7556.16 24546.1
630000 301.611 -501.111 0.988123 -8913.2 1459.15 -7454.05 24546.1
631000 300.805 -264.655 0.988123 -8937.64 1455.25 -7482.38 24546.1
632000 296.468 -391.795 0.988123 -8992.8 1434.27 -7558.53 24546.1
633000 301.954 -56.1441 0.988123 -8946.65 1460.81 -7485.84 24546.1
634000 297.324 -290.749 0.988123 -8947.46 1438.41 -7509.05 24546.1
635000 297.206 -244.917 0.988123 -8988.41 1437.84 -7550.57 24546.1
636000 297.421 -182.884 0.988123 -8908.49 1438.88 -7469.61 24546.1
637000 295.856 -429.349 0.988123 -8908.12 1431.31 -7476.81 24546.1
638000 295.612 -253.593 0.988123 -8955.07 1430.13 -7524.94 24546.1
639000 303.712 -153.982 0.988123 -8930.13 1469.32 -7460.82 24546.1
640000 296.367 -148.173 0.988123 -8976.64 1433.78 -7542.85 24546.1
641000 300.905 -251.402 0.988123 -8952.19 1455.73 -7496.46 24546.1
642000 302.655 252.082 0.988123 -8923.78 1464.2 -7459.58 24546.1
643000 294.095 54.1739 0.988123 -8940.01 1422.79 -7517.22 24546.1
644000 303.445 160.46 0.988123 -8925.78 1468.02 -7457.75 24546.1
645000 297.765 108.731 0.988123 -8930.65 1440.54 -7490.1 24546.1
646000 290.936 -172.374 0.988123 -8960.4 1407.51 -7552.9 24546.1
647000 300.713 15.4506 0.988123 -8955.32 1454.81 -7500.51 24546.1
648000 301.33 -271.83 0.988123 -8953.52 1457.79 -7495.73 24546.1
649000 296.546 -20.5642 0.988123 -8955.08 1434.65 -7520.44 24546.1
650000 297.34 -18.6408 0.988123 -8941.9 1438.49 -7503.41 24546.1
651000 305.954 -227.528 0.988123 -8873.45 1480.16 -7393.28 24546.1
652000 299.136 29.9266 0.988123 -8911.47 1447.18 -7464.29 24546.1
653000 296.1 -20.5354 0.988123 -8937.11 1432.49 -7504.62 24546.1
654000 297.814 -17.1919 0.988123 -8966.64 1440.78 -7525.85 24546.1
655000 299.055 -161.461 0.988123 -8891.29 1446.79 -7444.5 24546.1
656000 296.447 -66.3561 0.988123 -8888.04 1434.17 -7453.87 24546.1
657000 297.559 -31.3263 0.988123 -8984.19 1439.55 -7544.65 24546.1
658000 296.293 -231.084 0.988123 -9004.13 1433.42 -7570.71 24546.1
659000 298.537 -183.888 0.988123 -8944.68 1444.28 -7500.4 24546.1
660000 295.789 -342.531 0.988123 -8923.26 1430.99 -7492.27 24546.1
661000 302.554 -215.722 0.988123 -8901.96 1463.71 -7438.25 24546.1
662000 294.83 -197.219 0.988123 -8930.14 1426.34 -7503.79 24546.1
663000 301.998 -121.145 0.988123 -8905.43 1461.02 -7444.41 24546.1
664000 301.941 -137.098 0.988123 -8922.81 1460.74 -7462.06 24546.1
665000 297.589 -120.433 0.988123 -9000.97 1439.69 -7561.28 24546.1
666000 291.84 -132.74 0.988123 -8997.55 1411.88 -7585.67 24546.1
667000 300.255 -145.259 0.988123 -8958.39 1452.59 -7505.8 24546.1
668000 300.951 -198.917 0.988123 -8964.41 1455.96 -7508.46 24546.1
669000 296 143.628 0.988123 -8983.23 1432.01 -7551.22 24546.1
670000 300.846 95.3977 0.988123 -8937.44 1455.45 -7481.99 24546.1
671000 300.211 -284.218 0.988123 -8953.98 1452.38 -7501.6 24546.1
672000 294.529 -188.73 0.988123 -8963.59 1424.89 -7538.7 24546.1
673000 304.159 -194.971 0.988123 -8927.98 1471.48 -7456.5 24546.1
674000 297.799 -293.15 0.988123 -8955.15 1440.71 -7514.44 24546.1
675000 297.868 65.5843 0.988123 -8986.31 1441.04 -7545.27 24546.1
676000 295.352 -235.748 0.988123 -9050.81 1428.87 -7621.94 24546.1
677000 295.472 -147.038 0.988123 -9014.28 1429.45 -7584.82 24546.1
678000 300.342 -188.309 0.988123 -8961.21 1453.01 -7508.19 24546.1
679000 292.221 112.333 0.988123 -9000.72 1413.72 -7587 24546.1
680000 296.825 12.3393 0.988123 -8959.05 1435.99 -7523.05 24546.1
681000 300.466 -296.825 0.988123 -8906.66 1453.61 -7453.05 24546.1
682000 294.685 -197.235 0.988123 -8964.99 1425.64 -7539.34 24546.1
683000 301.049 15.8272 0.988123 -8917.8 1456.43 -7461.36 24546.1
684000 296.461 151.197 0.988123 -8941.13 1434.23 -7506.89 24546.1
685000 296.243 -105.93 0.988123 -8953.95 1433.18 -7520.77 24546.1
686000 301.108 84.693 0.988123 -8888.35 1456.72 -7431.64 24546.1
687000 292.178 -151.297 0.988123 -8927.39 1413.52 -7513.87 24546.1
688000 296.036 -135.859 0.988123 -8926.61 1432.18 -7494.43 24546.1
689000 301.902 -226.873 0.988123 -8932.14 1460.56 -7471.58 24546.1
690000 291.446 -339.629 0.988123 -8939.67 1409.97 -7529.7 24546.1
691000 299.402 -479.667 0.988123 -8884.88 1448.47 -7436.42 24546.1
692000 294.71 -305.461 0.988123 -8930.48 1425.76 -7504.72 24546.1
693000 299.299 -387.708 0.988123 -8922.23 1447.97 -7474.26 24546.1
694000 298.389 -0.256885 0.988123 -8890.05 1443.56 -7446.49 24546.1
695000 297.192 148.065 0.988123 -8913.4 1437.77 -7475.63 24546.1
696000 294.107 75.4512 0.988123 -8947.88 1422.85 -7525.04 24546.1
697000 302.081 66.6435 0.988123 -8902.52 1461.42 -7441.09 24546.1
698000 302.339 -52.4255 0.988123 -8924.51 1462.67 -7461.84 24546.1
699000 298.017 -195.561 0.988123 -8911.5 1441.76 -7469.74 24546.1
700000 298.526 -435.472 0.988123 -8873.78 1444.23 -7429.56 24546.1
701000 299.951 -470.504 0.988123 -8883.73 1451.12 -7432.61 24546.1
702000 295.255 -446.669 0.988123 -8922.41 1428.4 -7494.01 24546.1
703000 304.905 169.236 0.988123 -8892.32 1475.09 -7417.23 24546.1
704000 300.763 -133.939 0.988123 -8954.36 1455.05 -7499.31 24546.1
705000 295.863 -362.363 0.988123 -8971.27 1431.34 -7539.93 24546.1
706000 297.889 -234.129 0.988123 -8977.77 1441.14 -7536.63 24546.1
707000 299.929 7.73394 0.988123 -8905 1451.01 -7453.99 24546.1
708000 297.903 -331.861 0.988123 -8953.26 1441.21 -7512.05 24546.1
709000 299.241 -115.852 0.988123 -8992.94 1447.68 -7545.25 24546.1
710000 291.56 -514.82 0.988123 -8991.9 1410.52 -7581.37 24546.1
711000 296.659 -418.242 0.988123 -8927.25 1435.19 -7492.06 24546.1
712000 302.2 -129.736 0.988123 -8924.17 1462 -7462.17 24546.1
